instance family sequential-induced-except-0-pf sequential-induced-except-0-pd sequential-d2-induced-except-0-pf sequential-d2-induced-except-0-pd sequential-induced-except-1-pf sequential-induced-except-1-pd sequential-d2-induced-except-1-pf sequential-d2-induced-except-1-pd sequential-induced-except-2-pf sequential-induced-except-2-pd sequential-d2-induced-except-2-pf sequential-d2-induced-except-2-pd sequential-induced-except-3-pf sequential-induced-except-3-pd sequential-d2-induced-except-3-pf sequential-d2-induced-except-3-pd sequential-induced-except-4-pf sequential-induced-except-4-pd sequential-d2-induced-except-4-pf sequential-d2-induced-except-4-pd sequential-induced-except-5-pf sequential-induced-except-5-pd sequential-d2-induced-except-5-pf sequential-d2-induced-except-5-pd sequential-induced-except-10-pf sequential-induced-except-10-pd sequential-d2-induced-except-10-pf sequential-d2-induced-except-10-pd sequential-induced-except-20-pf sequential-induced-except-20-pd sequential-d2-induced-except-20-pf sequential-d2-induced-except-20-pd
si4_m4Dr2_m625.08 6 992819 26012 992462 59500 993945 24461 994164 38055 994391 25200 994391 25589 994422 25890 994422 25890 994352 25898 994352 25898 994355 26007 994355 26007 994291 26286 994291 26286 994291 26286 994291 26286
si4_m4Dr2_m625.01 6 992662 26028 992365 62268 993991 24101 993967 38713 994167 25253 994167 25319 994420 26230 994420 26230 994441 26461 994441 26461 994266 26407 994266 26407 994291 26892 994291 26892 994291 26892 994291 26892
si4_m4Dr2_m625.06 6 992118 26262 992174 61887 994005 23550 993903 35268 994252 24329 994252 24371 994379 25460 994379 25460 994332 26045 994332 26045 994207 26100 994207 26100 994291 26099 994291 26099 994291 26099 994291 26099
si4_m4Dr2_m625.03 6 993395 25621 993269 57805 994160 24167 994160 40518 994464 25106 994464 25106 994310 25486 994310 25486 994330 25639 994330 25639 994535 25686 994535 25686 994291 25767 994291 25767 994291 25767 994291 25767
si4_m4Dr2_m625.05 6 993114 27412 992896 64021 994008 23800 994008 37975 994367 24652 994367 24652 994394 24808 994394 24808 994405 25560 994405 25560 994332 25221 994332 25221 994291 25671 994291 25671 994291 25671 994291 25671
si2_r001_m600.00 7 990078 49112 989932 121057 990115 49169 990115 51745 990123 48983 990123 49219 990057 49063 990057 49063 990087 49394 990087 49394 989905 49350 989905 49350 989905 49350 989905 49350 989905 49350 989905 49350
si2_r001_m600.06 7 990193 44304 989917 98790 990057 44415 990057 46137 989798 44311 989798 44420 990022 44143 990022 44143 989985 44580 989985 44580 990039 44345 990039 44345 989905 44822 989905 44822 989905 44822 989905 44822
si2_r001_m600.04 7 989960 49299 989982 128059 990088 49533 990088 54128 990093 49486 990093 49603 990018 49915 990018 49915 990119 49789 990119 49789 990036 49696 990036 49696 989905 49728 989905 49728 989905 49728 989905 49728
si2_r001_m600.07 7 989843 47292 989908 117085 990042 47458 990042 50624 989981 47648 989981 47990 990056 47552 990056 47552 990173 47625 990173 47625 990237 47853 990237 47853 989905 48503 989905 48503 989905 48503 989905 48503
si2_r001_m600.02 7 990034 48757 989925 122220 990058 48634 990058 52304 990009 48927 990009 49020 990111 48449 990111 48449 990219 49087 990219 49087 990078 48931 990078 48931 989905 48772 989905 48772 989905 48772 989905 48772
si2_r001_m600.08 7 990120 46187 990022 107563 990004 46319 990004 49330 989968 46283 989968 46470 990155 46395 990155 46395 990211 46289 990211 46289 990056 46493 990056 46493 989905 46488 989905 46488 989905 46488 989905 46488
si2_r001_m600.03 7 990188 45237 989883 105145 990068 45536 990068 47205 990037 45569 990037 45681 990037 45281 990037 45281 989905 45698 989905 45698 989905 45698 989905 45698 989905 45698 989905 45698 989905 45698 989905 45698
si2_r001_m600.01 7 990028 47422 989852 114913 990086 47916 989856 51502 990085 47855 990085 48152 990060 48208 990060 48208 990043 48009 990043 48009 990066 48361 990066 48361 989905 47732 989905 47732 989905 47732 989905 47732
si2_r001_m600.05 7 990113 48584 989873 121047 990027 48635 990027 52751 990008 49088 990008 49406 990013 48791 990013 48791 990048 49047 990048 49047 989905 48718 989905 48718 989905 48718 989905 48718 989905 48718 989905 48718
si2_r001_m600.09 7 989802 48096 989879 117471 990253 48142 990253 50303 990051 48056 990051 48147 989979 48591 989979 48591 990107 48375 990107 48375 989905 48022 989905 48022 989905 48022 989905 48022 989905 48022 989905 48022
si2_m4Dr2_m256.09 6 975456 85442 974072 201793 976541 89379 976541 161177 976591 91180 976591 92482 976491 91833 976491 91833 976924 92432 976924 92432 976924 92432 976924 92432 976924 92432 976924 92432 976924 92432 976924 92432
si2_m4Dr2_m256.03 6 975181 79919 975069 205961 976385 77541 976385 129595 976642 81807 976642 81807 976722 82852 976722 82852 976924 83180 976924 83180 976924 83180 976924 83180 976924 83180 976924 83180 976924 83180 976924 83180
si2_m4Dr2_m256.04 6 975125 87616 975197 228584 976539 92021 976539 167764 976867 94316 976867 94316 976924 94578 976924 94578 976924 94578 976924 94578 976924 94578 976924 94578 976924 94578 976924 94578 976924 94578 976924 94578
si2_m4Dr2_m256.07 6 965426 83870 965248 210189 975204 70283 975204 100558 976100 73533 976100 73533 976425 77394 976425 77394 976717 80902 976717 80902 976785 81662 976785 81662 976924 82474 976924 82474 976924 82474 976924 82474
si2_m4Dr2_m256.00 6 974268 88468 973785 222405 976095 81957 976095 140420 976721 85208 976721 85208 976754 87799 976754 87799 976827 88034 976827 88034 976924 88114 976924 88114 976924 88114 976924 88114 976924 88114 976924 88114
si2_m4Dr2_m256.06 6 975504 78727 975301 197717 976553 79232 976553 126504 976701 82134 976701 82134 976805 82674 976805 82674 976924 82726 976924 82726 976924 82726 976924 82726 976924 82726 976924 82726 976924 82726 976924 82726
si2_m4Dr2_m256.08 6 967488 73806 966546 206129 975282 68906 975282 103339 976260 76579 976260 77304 976543 80998 976543 80998 976574 83654 976574 83654 976524 85199 976524 85199 976924 85851 976924 85851 976924 85851 976924 85851
si2_m4Dr2_m256.05 6 966549 94290 966027 237722 974900 78332 974900 123623 976228 84206 976228 84206 976327 90173 976327 90173 976745 93503 976745 93503 976290 94397 976290 94397 976924 95095 976924 95095 976924 95095 976924 95095
si2_m4Dr2_m256.01 6 973991 83192 972106 202369 976349 78175 976349 128921 976625 81643 976625 83111 976675 83959 976675 83959 976857 84180 976857 84180 976924 84692 976924 84692 976924 84692 976924 84692 976924 84692 976924 84692
si2_m4Dr2_m256.02 6 970324 86357 970609 225401 975235 75705 975235 116613 976600 82820 976600 82820 976493 88130 976493 88130 976759 89465 976759 89465 976924 89661 976924 89661 976924 89661 976924 89661 976924 89661 976924 89661
si6_r001_m600.09 7 995428 38706 995393 123499 995454 38584 995454 44808 995442 38683 995442 39067 995423 38938 995423 38972 995544 39010 995544 39010 995615 39148 995615 39148 995544 39215 995544 39215 995461 38967 995461 38967
si6_r001_m600.00 7 995500 38924 995386 125843 995513 38689 995513 44544 995485 38935 995485 39158 995510 38789 995510 38789 995407 39115 995407 39115 995515 39226 995515 39226 995461 39324 995461 39324 995461 39324 995461 39324
si6_r001_m600.07 7 995362 39577 995154 128979 995448 39506 995448 45841 995462 39712 995462 40034 995481 39572 995481 39572 995660 39667 995660 39667 995619 40094 995619 40094 995593 39757 995593 39757 995461 39722 995461 39722
si6_r001_m600.03 7 995470 39546 995369 131651 995357 39362 995357 45393 995529 39522 995529 39810 995534 39598 995534 39619 995526 39902 995526 39902 995613 39466 995613 39466 995559 39577 995559 39577 995461 39810 995461 39810
si6_r001_m600.01 7 995357 38860 995224 129234 995573 39357 995573 45488 995469 39207 995469 39461 995525 38821 995525 38821 995604 39282 995604 39282 995491 39824 995491 39824 995543 39806 995543 39806 995461 39854 995461 39854
si6_r001_m600.06 7 995193 39230 995214 128467 995494 39372 995494 45399 995598 39405 995598 39729 995622 39324 995622 39338 995522 39499 995522 39499 995548 39718 995548 39718 995497 39436 995497 39436 995461 39830 995461 39830
si6_r001_m600.08 7 995365 39253 995244 130186 995334 39304 995334 45126 995521 39371 995521 39626 995557 39235 995557 39246 995433 39586 995433 39586 995632 39562 995632 39562 995580 39890 995580 39890 995461 39440 995461 39440
si6_r001_m600.02 7 995369 38942 995303 130041 995453 39259 995420 45385 995576 39394 995576 39727 995557 39602 995557 39631 995577 39709 995577 39709 995602 39522 995602 39522 995520 39918 995520 39918 995461 39806 995461 39806
si6_r001_m600.04 7 995406 39667 995238 126859 995444 39301 995483 45419 995561 39500 995561 39823 995486 39370 995486 39370 995599 39272 995599 39272 995537 39765 995537 39765 995607 39736 995607 39736 995461 39279 995461 39279
si6_r001_m600.05 7 995429 39809 995262 130744 995355 39463 995533 45919 995420 39992 995420 40376 995536 40611 995536 40613 995520 40213 995520 40223 995556 39498 995556 39498 995611 40438 995611 40438 995461 40077 995461 40077
si2_m4Dr2_m1296.05 6 993946 17537 993975 49153 995000 17211 995000 28780 995247 18255 995247 18271 995314 19057 995314 19057 995323 19392 995323 19392 995376 19562 995376 19562 995422 19568 995422 19568 995422 19568 995422 19568
si2_m4Dr2_m1296.09 6 994038 18012 993942 52313 995148 16550 995148 27413 995343 17805 995343 17805 995385 18483 995385 18483 995309 18693 995309 18693 995380 19204 995380 19204 995422 18821 995422 18821 995422 18821 995422 18821
si2_m4Dr2_m1296.02 6 994571 16532 994574 47001 995237 15823 995237 24346 995261 16692 995261 16692 995349 17423 995349 17423 995442 17457 995442 17457 995375 17568 995375 17568 995422 17557 995422 17557 995422 17557 995422 17557
si2_m4Dr2_m1296.07 6 993846 18822 993798 51693 995056 17118 995072 28608 995325 18278 995325 18278 995309 18948 995309 18948 995312 19199 995312 19199 995405 19411 995405 19411 995422 19366 995422 19366 995422 19366 995422 19366
si2_m4Dr2_m1296.00 6 993275 17791 993139 52225 995017 16839 995017 27822 995124 17930 995124 18133 995323 18967 995323 18967 995508 19509 995508 19509 995488 19828 995488 19828 995422 20006 995422 20006 995422 20006 995422 20006
si2_m4Dr2_m1296.06 6 994624 16669 994253 47383 995273 16551 995273 26563 995356 17386 995356 17677 995293 17949 995293 17949 995466 18196 995466 18196 995422 18022 995422 18022 995422 18022 995422 18022 995422 18022 995422 18022
si2_m4Dr2_m1296.08 6 994239 16319 994333 46058 995197 15954 995197 25418 995200 16935 995200 17024 995274 17449 995274 17449 995320 17790 995320 17790 995284 18043 995284 18043 995422 17897 995422 17897 995422 17897 995422 17897
si2_m4Dr2_m1296.01 6 994858 17391 994713 49717 995289 17552 995289 29973 995358 18264 995358 18349 995293 18870 995293 18870 995243 18706 995243 18706 995422 18667 995422 18667 995422 18667 995422 18667 995422 18667 995422 18667
si2_m4Dr2_m1296.03 6 993877 19320 993887 53066 995012 16616 995168 27259 995219 17644 995219 17660 995307 18460 995307 18460 995292 18584 995292 18584 995316 18832 995316 18832 995422 19101 995422 19101 995422 19101 995422 19101
si2_m4Dr2_m1296.04 6 993034 17986 993084 50987 995069 16381 995069 28071 995266 18280 995266 18280 995419 19211 995419 19211 995337 19982 995337 19982 995388 20055 995388 20055 995422 20492 995422 20492 995422 20492 995422 20492
si4_b06m_m800.08 4 993946 18900 993672 35215 995419 18199 995357 21682 995495 18279 995495 19013 995437 18618 995437 18646 995570 18915 995570 18915 995484 19092 995484 19092 995648 20174 995648 20174 995665 20812 995665 20812
si4_b06m_m800.00 4 993790 19818 993387 38013 995411 18770 995330 22925 995442 18936 995442 19932 995507 19179 995507 19289 995589 19432 995589 19432 995475 19676 995475 19676 995382 20421 995382 20421 995621 20998 995621 20998
si4_b06m_m800.06 4 993270 20201 992798 38092 995206 18464 995263 22260 995377 18579 995377 19510 995559 19171 995559 19288 995596 19396 995596 19396 995486 19460 995486 19460 995725 20055 995725 20055 995665 21444 995665 21444
si4_b06m_m800.05 4 993677 21627 992970 41756 995361 19185 995273 23645 995425 19250 995425 20506 995559 19495 995559 19634 995558 19523 995558 19523 995511 19929 995511 19929 995546 21056 995546 21056 995665 21638 995665 21638
si4_b06m_m800.04 4 993549 22915 992696 42018 995436 18665 995472 23792 995541 18885 995541 20466 995322 19242 995322 19316 995540 19390 995540 19390 995557 19950 995557 19950 995570 20181 995570 20181 995605 21190 995605 21190
si4_b06m_m800.09 4 993596 19632 992919 40506 995064 17788 995138 21514 995297 18236 995297 19193 995386 18312 995386 18383 995492 18598 995492 18598 995505 18756 995505 18756 995595 20477 995595 20477 995603 21060 995603 21060
si4_b06m_m800.01 4 993950 20852 993372 39621 995388 19370 995347 23192 995519 18988 995519 20206 995479 19297 995479 19360 995616 19661 995616 19661 995632 19378 995632 19378 995512 20074 995512 20074 995665 21163 995665 21163
si4_b06m_m800.07 4 993743 18932 993551 37688 995414 18341 995408 21656 995417 18415 995417 19009 995553 18377 995553 18464 995569 18691 995569 18691 995484 18753 995484 18753 995573 19789 995573 19789 995665 20548 995665 20548
si4_b06m_m800.03 4 994303 17225 994014 34413 995470 17877 995390 20959 995484 17920 995484 18492 995530 18196 995530 18223 995559 18525 995559 18525 995552 18464 995552 18464 995575 19375 995575 19375 995584 20202 995584 20202
si4_b06m_m800.02 4 994269 19081 993920 35398 995276 18736 995372 22698 995501 19163 995501 20144 995520 19245 995520 19279 995554 19767 995554 19767 995437 19829 995437 19829 995645 20384 995645 20384 995630 20932 995630 20932
si6_m4Dr2_m625.08 6 994378 24313 994427 52638 995615 21075 995615 33822 995669 21487 995669 21504 995588 21316 995588 21316 995759 21715 995759 21715 995662 21711 995662 21711 995713 21572 995713 21572 995713 21572 995713 21572
si6_m4Dr2_m625.09 6 994586 22864 994713 48533 995621 20347 995503 31406 995711 20794 995711 20794 995742 20799 995742 20799 995642 20890 995642 20890 995756 20951 995756 20951 995713 21074 995713 21074 995713 21074 995713 21074
si6_m4Dr2_m625.05 6 994693 22592 994613 48908 995563 20517 995563 31949 995743 20804 995743 20835 995763 21052 995763 21052 995785 21271 995785 21271 995649 21198 995649 21198 995713 21310 995713 21310 995713 21310 995713 21310
si6_m4Dr2_m625.01 6 993408 26199 993097 53998 995052 22638 995157 36471 995462 22493 995462 22736 995775 22986 995775 22986 995675 23001 995675 23001 995672 23204 995672 23204 995713 23409 995713 23409 995713 23409 995713 23409
si6_m4Dr2_m625.06 6 993937 24432 994009 52058 995363 21475 995293 33697 995647 21377 995647 21444 995633 22072 995633 22072 995774 21830 995774 21830 995840 22143 995840 22143 995713 22254 995713 22254 995713 22254 995713 22254
si6_m4Dr2_m625.00 6 994265 21280 994305 45804 995373 20169 995386 30062 995673 20514 995673 20519 995673 20923 995673 20923 995597 21257 995597 21257 995765 21246 995765 21246 995713 21109 995713 21109 995713 21109 995713 21109
si6_m4Dr2_m625.03 6 994072 24123 993909 51001 995424 21395 995390 34419 995610 21625 995610 21678 995757 21806 995757 21806 995731 22326 995731 22326 995705 22237 995705 22237 995713 22384 995713 22384 995713 22384 995713 22384
si6_m4Dr2_m625.02 6 994664 23381 994601 50757 995341 20931 995341 33395 995653 21019 995653 21097 995713 21559 995713 21559 995770 21710 995770 21710 995792 21724 995792 21724 995713 21607 995713 21607 995713 21607 995713 21607
si6_m4Dr2_m625.07 6 994073 23870 994004 49443 995291 21319 995319 33287 995571 21195 995571 21240 995669 21909 995669 21909 995643 22119 995643 22119 995614 22112 995614 22112 995713 21961 995713 21961 995713 21961 995713 21961
si6_m4Dr2_m625.04 6 994561 24356 994462 53040 995541 21415 995564 34098 995701 21533 995701 21592 995584 21690 995584 21690 995753 22065 995753 22065 995767 22056 995767 22056 995713 21950 995713 21950 995713 21950 995713 21950
si2_m4D_m1296.01 5 994778 18855 994778 49066 995298 19675 995298 43771 995265 20157 995265 20157 995422 20311 995422 20311 995422 20311 995422 20311 995422 20311 995422 20311 995422 20311 995422 20311 995422 20311 995422 20311
si2_m4D_m1296.08 5 992507 31439 992443 81208 994620 23299 994690 46401 995175 23160 995175 23160 995144 23649 995144 23649 995315 24080 995315 24080 995422 24071 995422 24071 995422 24071 995422 24071 995422 24071 995422 24071
si2_m4D_m1296.06 5 994813 18639 994813 48995 995397 19870 995397 44101 995322 20281 995322 20281 995422 20197 995422 20197 995422 20197 995422 20197 995422 20197 995422 20197 995422 20197 995422 20197 995422 20197 995422 20197
si2_m4D_m1296.05 5 992292 32014 992202 80749 994679 23913 994574 52476 995185 23739 995185 23739 995330 24574 995330 24574 995366 24594 995366 24594 995422 24652 995422 24652 995422 24652 995422 24652 995422 24652 995422 24652
si2_m4D_m1296.09 5 992803 30287 992731 79720 994875 23817 994735 51232 995370 23074 995370 23074 995265 23873 995265 23873 995286 24081 995286 24081 995422 24017 995422 24017 995422 24017 995422 24017 995422 24017 995422 24017
