instance family sequential-d2-induced-except-0 sequential-d2-induced-except-1 sequential-d2-induced-except-2 sequential-d2-induced-except-3 sequential-d2-induced-except-4 sequential-d2-induced-except-5 sequential-d2-induced-except-10 sequential-d2-induced-except-20
g3-g102 11 2863 101393 409100 2679 2706 2716 2753 2681
g3-g103 11 3003 473030 1000002 2857 2868 2854 2878 2865
g3-g104 11 8115 17342 53090 7732 7700 7722 7637 7635
g3-g105 11 8197 17343 52863 7800 7825 7810 7885 7950
g3-g106 11 19445 67067 270246 17820 17385 17633 17640 17876
g3-g107 11 18168 43146 136112 17301 17297 17210 17189 17217
g3-g108 11 22629 51910 168726 21425 21416 21497 22024 21564
g3-g109 11 23038 105629 422199 22828 22808 22692 22708 23125
g3-g110 11 30979 1000014 1000017 30400 29863 28132 27710 29910
g3-g111 11 36165 93151 333982 33673 33742 33725 33791 33987
g3-g112 11 51541 67047 50053 50997 49658 51394 51638 51214
g3-g51 11 12 43 6 6 6 6 6 6
g3-g52 11 6 91 840 5 5 5 6 5
g3-g53 11 31 133 402 7 7 7 7 7
g3-g54 11 22 2280 19626 19 19 19 19 19
g3-g55 11 33 1889 12261 18 18 18 18 18
g3-g56 11 23 2665 24113 19 19 19 19 19
g3-g57 11 16 16 19 157 385 16 17 16
g3-g61 11 43 241 670 24 24 24 24 24
g3-g62 11 40 717 10777 38 38 38 38 55
g3-g63 11 361 6532 40733 50 49 49 49 49
g3-g64 11 104 103 102 102 102 102 103 102
g3-g65 11 330 56 51 51 51 51 51 54
g3-g67 11 53 2670 9943 47 47 47 62 68
g3-g68 11 98 103 102 107 90 89 90 90
g3-g69 11 88 397 1391 59 59 88 58 86
g3-g70 11 55 133 386 55 56 55 56 82
g3-g71 11 89 411 1479 60 60 60 60 91
g3-g72 11 93 123 98 96 100 99 96 99
g3-g74 11 131 9140 374080 133 133 132 132 131
g3-g75 11 207 186661 1000000 194 180 179 185 179
g3-g76 11 547 1000000 1000000 333 326 352 380 362
g3-g77 11 764 149062 1000000 487 487 487 532 487
g3-g78 11 174 23880 230458 156 156 155 156 161
g3-g79 11 211 4080 28757 203 230 198 229 211
g3-g80 11 289 395 318 270 266 260 276 275
g3-g81 11 1336 4288 477 497 503 476 475 486
g3-g83 11 466 31061 288251 527 446 445 446 446
g3-g84 11 1643 1000000 1000000 1328 1326 1327 1354 1477
g3-g85 11 575 1243 2789 454 473 506 450 452
g3-g87 11 531 21909 185541 521 521 501 501 503
g3-g88 11 537 27969 227771 504 505 505 506 516
g3-g89 11 557 3424 9333 1002 507 508 508 509
g3-g90 11 1146 22337 121091 967 964 966 966 967
g3-g91 11 1137 2268 1107 1020 1025 1019 1117 1008
g3-g92 11 1408 2865 1340 1348 1334 1326 1328 1328
g3-g94 11 1816 18047 86871 1690 1842 1810 1808 1864
g3-g95 11 2116 2380 2923 2137 2175 2557 2168 2133
g3-g96 11 2127 2264 3583 2369 1948 2207 2145 2203
g3-g97 11 2132 2419 3438 2152 2154 2152 2193 2142
g3-g98 11 2194 3019 5976 2162 2168 2207 2185 2246
g3-g99 11 2195 2979 5778 2158 2169 2159 2181 2173
g30-g100 11 2276 2054 2210 2288 2230 2196 2175 3322
g30-g101 11 2712 2707 2776 2716 2753 2808 2825 5649
g30-g102 11 2758 2726 2791 2839 2968 2874 3079 5740
g30-g103 11 2928 3018 3006 3070 3127 3127 3349 171534
g30-g104 11 7722 7768 7910 7783 7843 7790 8046 80218
g30-g105 11 7864 7991 7989 7439 7894 7891 8566 82154
g30-g106 11 17528 17863 17559 17587 17732 17669 18373 1000011
g30-g107 11 17645 17560 17700 17556 17645 18090 18008 328650
g30-g108 11 21187 21645 21766 21668 21834 21856 22128 500738
g30-g109 11 23520 23165 23158 23215 23130 23137 23533 35472
g30-g110 11 30384 30609 31168 29112 30961 31017 37714 1000004
g30-g111 11 34193 34036 34041 34007 34107 34822 35226 1000017
g30-g112 11 50352 50542 50675 50987 50485 50614 51114 295965
g30-g51 11 16 11 11 10 10 10 11 12178
g30-g52 11 10 10 10 9 13 13 10 632
g30-g53 11 12 17 12 12 12 12 15 888
g30-g54 11 27 26 26 26 26 27 34 24231
g30-g55 11 27 38 37 25 25 25 32 1030
g30-g56 11 27 39 27 27 27 28 35 40469
g30-g57 11 25 38 33 35 21 22 34 41
g30-g61 11 32 31 31 30 29 29 35 158
g30-g62 11 47 46 45 45 45 45 48 8354
g30-g63 11 92 93 87 86 103 72 190 795740
g30-g64 11 145 135 134 133 133 133 1000000 1000000
g30-g65 11 60 60 60 62 65 67 82 7644
g30-g67 11 69 56 55 74 55 55 66 263
g30-g68 11 134 135 135 135 133 133 327997 1000000
g30-g69 11 68 68 68 67 67 68 79 426
g30-g70 11 65 65 77 76 63 62 82 396
g30-g71 11 68 69 68 68 68 68 79 532
g30-g72 11 105 124 108 108 105 107 111 337
g30-g74 11 146 148 157 142 182 145 165 1000000
g30-g75 11 220 220 217 221 218 217 3794 1000000
g30-g76 11 407 443 393 400 393 398 11115 1000000
g30-g77 11 563 569 568 567 570 567 70165 1000000
g30-g78 11 171 171 177 181 241 192 227 524527
g30-g79 11 216 219 215 219 219 219 249 3882
g30-g80 11 277 278 283 308 307 287 297 430
g30-g81 11 521 501 504 519 572 552 621 47051
g30-g83 11 439 457 461 468 475 483 562 1407
g30-g84 11 1430 1544 1478 1524 1411 1405 23873 1000001
g30-g85 11 474 472 473 469 501 473 597 1161
g30-g87 11 524 543 531 538 545 549 580 184642
g30-g88 11 526 652 532 603 549 580 726 213661
g30-g89 11 526 579 513 530 530 527 552 1428
g30-g90 11 1032 1040 1070 1011 996 1005 1083 2588
g30-g91 11 1047 1018 1051 1055 1058 1064 1091 19593
g30-g92 11 1361 1362 1365 1368 1362 1374 1408 26139
g30-g94 11 1851 1854 1853 1854 1951 1864 1955 4091
g30-g95 11 2185 2279 2178 2181 2184 2177 2262 3029
g30-g96 11 2351 2289 2214 2253 2227 2317 2248 3272
g30-g97 11 2495 2177 2189 2178 2182 2183 2249 3191
g30-g98 11 2215 2256 2219 2239 2282 2245 2262 3820
g30-g99 11 2201 2241 2203 2230 2244 2228 2261 3666
g31-g100 11 2154 1992 2154 2344 2157 2294 2003 2443
g31-g101 11 2874 3069 2702 2727 2704 2719 2848 6394
g31-g102 11 2806 2780 2779 3100 2814 2623 2865 7540
g31-g103 11 3011 2945 2941 2990 2982 3027 3274 1000002
g31-g104 11 7826 7774 7808 7790 7786 7792 8383 599687
g31-g105 11 7496 8070 8052 7879 7853 7993 8551 612701
g31-g106 11 17526 17536 17742 17570 17686 17826 28275 1000007
g31-g107 11 17564 17332 18161 17658 17849 17630 19546 1000003
g31-g108 11 21724 21689 21503 21614 21419 21626 25208 1000003
g31-g109 11 23390 23337 23108 23143 23195 23338 23358 38752
g31-g110 11 30483 30740 30777 30783 31217 28785 931483 1000007
g31-g111 11 33900 33707 33814 33598 33040 34142 46775 1000004
g31-g112 11 51254 50412 44626 50546 50450 50543 50623 1000004
g31-g51 11 11 11 11 11 10 10 10 57581
g31-g52 11 11 11 10 10 9 9 10 6906
g31-g53 11 17 12 12 12 16 16 20 5808
g31-g54 11 27 27 40 39 39 39 41 310315
g31-g55 11 27 39 38 25 25 37 29 12531
g31-g56 11 27 27 36 38 27 27 123 560557
g31-g57 11 25 25 23 23 33 22 21 43
g31-g61 11 33 32 32 31 30 30 33 184
g31-g62 11 68 68 46 46 45 45 47 230574
g31-g63 11 63 62 64 88 69 74 15163 1000000
g31-g64 11 47018 268345 979253 1000000 1000000 1000000 1000000 1000000
g31-g65 11 61 60 60 61 62 64 80 156235
g31-g67 11 57 58 79 56 55 55 60 312
g31-g68 11 137 13570 179806 864816 1000000 1000000 1000000 1000000
g31-g69 11 69 69 69 68 67 67 74 1330
g31-g70 11 97 96 96 93 93 92 65 262
g31-g71 11 70 71 70 69 69 69 76 1988
g31-g72 11 108 107 158 133 106 111 107 1631
g31-g74 11 143 143 143 143 143 145 146 1000000
g31-g75 11 215 237 247 265 271 282 1000000 1000000
g31-g76 11 398 445 483 609 523 1403 1000000 1000000
g31-g77 11 576 699 687 701 887 3059 1000000 1000000
g31-g78 11 167 169 173 179 180 208 1569 1000000
g31-g79 11 216 218 216 218 220 216 243 38414
g31-g80 11 285 282 294 287 283 276 291 385
g31-g81 11 497 504 503 537 518 528 640 998702
g31-g83 11 441 470 456 467 464 471 542 135410
g31-g84 11 1495 1613 1794 1813 1875 3903 1000002 1000001
g31-g85 11 472 476 472 475 472 471 484 651
g31-g87 11 524 525 528 533 542 548 571 1000001
g31-g88 11 595 597 532 535 541 548 612 1000001
g31-g89 11 562 845 801 583 550 528 559 1382
g31-g90 11 1361 991 1024 1022 1004 998 1049 3322
g31-g91 11 1052 1055 1051 1056 1113 1091 1174 123566
g31-g92 11 1355 1360 1359 1363 1373 1364 1392 151746
g31-g94 11 2063 1888 1852 1794 1858 1859 1921 11172
g31-g95 11 2190 2229 2185 2189 2179 2191 2202 3402
g31-g96 11 2177 2369 2217 2316 2240 2183 2251 3841
g31-g97 11 2008 2222 2231 2227 2299 2269 2195 3439
g31-g98 11 2201 2281 2086 2205 2300 2296 2312 7625
g31-g99 11 2368 2291 2205 2205 2331 2266 2256 8223
g32-g100 11 2170 2163 1996 2226 2163 2226 2369 2409
g32-g101 11 2724 2706 2707 2705 2704 2705 2708 2716
g32-g102 11 2844 2803 2863 2753 2754 2941 2801 2735
g32-g103 11 2934 2937 2939 2926 2799 2934 2934 2935
g32-g104 11 7789 7726 7792 7867 7751 7745 7847 8012
g32-g105 11 7858 7822 7832 7860 7856 7841 7856 7907
g32-g106 11 17763 17450 17567 17612 17599 17664 17644 17539
g32-g107 11 17561 17538 17537 17495 17502 17288 17449 17536
g32-g108 11 21906 21818 21685 21864 21852 21750 21729 21747
g32-g109 11 23296 23035 23174 22910 23019 23972 23018 23455
g32-g110 11 30719 28558 30494 30983 30540 30533 30702 30679
g32-g111 11 34009 33873 33802 34025 34145 33960 33854 33876
g32-g112 11 52579 53520 51318 52775 52566 52489 52900 50997
g32-g51 11 19 19 23 20 20 21 19 23
g32-g52 11 18 19 18 19 18 19 18 19
g32-g53 11 24 20 20 20 20 25 20 25
g32-g54 11 49 35 48 35 48 45 35 48
g32-g55 11 35 34 34 34 46 46 46 34
g32-g56 11 48 49 48 35 50 48 35 36
g32-g57 11 46 33 47 45 33 33 33 45
g32-g61 11 42 41 41 41 41 41 41 41
g32-g62 11 57 57 56 56 79 71 55 55
g32-g63 11 68 67 67 68 67 73 80 67
g32-g64 11 123 129 127 123 122 123 123 124
g32-g65 11 69 87 97 69 68 69 69 74
g32-g67 11 65 85 81 82 67 67 86 84
g32-g68 11 108 109 108 109 109 109 109 109
g32-g69 11 78 78 78 79 78 79 79 101
g32-g70 11 74 75 75 112 75 75 75 96
g32-g71 11 79 79 112 111 112 82 96 102
g32-g72 11 151 110 184 147 158 111 111 129
g32-g74 11 144 146 146 146 146 162 147 150
g32-g75 11 194 199 194 195 195 200 195 200
g32-g76 11 389 421 449 477 588 542 704 1059
g32-g77 11 623 634 681 727 778 868 1070 1581
g32-g78 11 168 172 170 169 170 204 169 177
g32-g79 11 235 238 307 220 261 274 230 230
g32-g80 11 289 290 290 289 289 281 301 298
g32-g81 11 501 512 503 501 501 500 501 513
g32-g83 11 461 479 495 481 510 505 481 480
g32-g84 11 1467 1612 1709 1857 1951 2163 2817 3906
g32-g85 11 554 513 501 478 496 480 482 481
g32-g87 11 624 556 532 575 530 608 573 572
g32-g88 11 581 600 534 558 534 533 534 533
g32-g89 11 533 570 536 535 535 560 536 539
g32-g90 11 996 999 996 996 998 1000 998 1002
g32-g91 11 1163 1059 1055 1059 1119 1207 1060 1055
g32-g92 11 1428 1377 1364 1438 1362 1377 1374 1363
g32-g94 11 1856 1856 1857 1898 1965 2045 1864 1911
g32-g95 11 2257 2209 2231 2306 2234 2276 2069 2222
g32-g96 11 2185 2189 2188 2192 2022 2234 2237 2195
g32-g97 11 2195 2186 2190 2197 2189 2189 2186 2203
g32-g98 11 2260 2251 2208 2219 2341 2318 2252 2314
g32-g99 11 2212 2099 2265 2302 2224 2233 2114 2211
g33-g100 11 2169 2158 2074 2335 2421 2500 1000001 1000001
g33-g101 11 2879 2894 3152 3621 3826 45789 1000001 1000001
g33-g102 11 3086 3222 3519 16197 174256 1000001 1000001 1000002
g33-g103 11 3059 3351 37319 376240 1000001 1000001 1000005 1000001
g33-g104 11 7984 9335 18227 60112 323570 1000002 1000007 1000006
g33-g105 11 8039 9463 18634 61300 328679 1000002 1000005 1000006
g33-g106 11 18074 28052 83551 408598 1000010 1000017 1000005 1000003
g33-g107 11 17804 22286 48499 180466 1000011 1000014 1000015 1000011
g33-g108 11 22028 27677 60293 234550 1000006 1000013 1000010 1000006
g33-g109 11 24249 24461 24852 26764 27687 201840 1000004 1000009
g33-g110 11 32248 32780 152798 1000004 1000013 1000016 1000015 1000006
g33-g111 11 34236 46316 113479 503807 1000004 1000016 1000013 1000003
g33-g112 11 46207 51738 54353 72102 137373 427204 1000007 1000017
g33-g51 11 11 12 104 520 2417 11749 1000000 1000000
g33-g52 11 9 10 28 84 307 1356 1000000 1000000
g33-g53 11 15 82 428 1420 8586 85829 1000000 1000000
g33-g54 11 54 57 341 2644 15124 109086 1000000 1000000
g33-g55 11 51 59 211 1526 9082 71197 1000000 1000000
g33-g56 11 36 38 405 3200 18154 131629 1000000 1000000
g33-g57 11 22 21 21 23 26 32 5984 1000000
g33-g61 11 39 48 50 68 79 1259 1000000 1000000
g33-g62 11 51 54 136 550 2593 14019 1000000 1000000
g33-g63 11 163 3017 17751 149026 1000000 1000000 1000000 1000000
g33-g64 11 106711 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g65 11 129 106 2220 21699 104511 1000000 1000000 1000000
g33-g67 11 66 129 91 129 182 3269 1000000 1000000
g33-g68 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g33-g69 11 102 101 149 472 2142 10130 1000000 1000000
g33-g70 11 64 73 81 105 121 243 1000000 1000000
g33-g71 11 86 123 174 615 2775 12806 1000000 1000000
g33-g72 11 106 107 108 111 122 3024 1000000 1000000
g33-g74 11 146 168 1738 5714 31866 274983 1000001 1000000
g33-g75 11 230 269 36267 285932 1000000 1000000 1000000 1000000
g33-g76 11 427 457 1000000 1000000 1000000 1000000 1000000 1000000
g33-g77 11 582 610 425301 1000000 1000000 1000000 1000000 1000000
g33-g78 11 230 253 3852 38431 269157 1000000 1000000 1000000
g33-g79 11 231 250 405 1637 12111 139801 1000000 1000001
g33-g80 11 297 307 286 294 327 355 334428 1000000
g33-g81 11 566 736 12285 117653 498373 1000000 1000000 1000001
g33-g83 11 538 622 4769 49675 521762 1000000 1000001 1000000
g33-g84 11 1400 1558 710809 1000001 1000000 1000001 1000002 1000001
g33-g85 11 468 485 540 575 636 764 1000001 1000001
g33-g87 11 639 656 1771 10883 58085 621954 1000001 1000001
g33-g88 11 611 651 2687 20708 113678 1000000 1000001 1000001
g33-g89 11 602 646 673 673 767 1009 1000001 1000001
g33-g90 11 1217 1220 1253 1468 17534 575742 1000001 1000002
g33-g91 11 1093 1187 1377 2676 8342 29071 1000001 1000001
g33-g92 11 1390 1485 1718 3390 10206 34924 1000001 1000001
g33-g94 11 2008 2140 2589 5514 31457 289265 1000001 1000001
g33-g95 11 2317 2222 2287 2489 3289 6469 1000001 1000001
g33-g96 11 2194 2233 2164 2599 3693 8307 1000001 1000001
g33-g97 11 2703 2236 2279 2438 3017 5286 1000001 1000001
g33-g98 11 2227 2310 2361 3502 7388 25474 1000001 1000003
g33-g99 11 2277 2297 2536 3544 7501 25750 1000001 1000001
g34-g100 11 2201 2212 6176 10162 864148 1000002 1000001 1000002
g34-g101 11 3013 232557 1000001 1000005 1000001 1000001 1000002 1000002
g34-g102 11 3025 603156 1000001 1000002 1000002 1000003 1000001 1000001
g34-g103 11 3202 1000001 1000002 1000004 1000001 1000003 1000001 1000001
g34-g104 11 10345 122056 1000002 1000002 1000005 1000004 1000002 1000002
g34-g105 11 10616 123322 1000001 1000003 1000005 1000003 1000002 1000007
g34-g106 11 35282 1000003 1000010 1000009 1000010 1000003 1000004 1000009
g34-g107 11 25028 445755 1000003 1000003 1000013 1000009 1000009 1000009
g34-g108 11 31090 633811 1000002 1000013 1000002 1000011 1000007 1000012
g34-g109 11 25058 25243 25231 25171 24255 25287 25310 25529
g34-g110 11 1000007 1000012 1000014 1000013 1000014 1000011 1000015 1000013
g34-g111 11 54875 1000002 1000015 1000021 1000003 1000010 1000005 1000004
g34-g112 11 53894 172975 783936 1000004 1000020 1000015 1000008 1000018
g34-g51 11 12 14 16 1324 7771 68817 1000000 1000000
g34-g52 11 11 21 14137 139579 1000000 1000000 1000000 1000000
g34-g53 11 28 493 2320 7168 71307 382982 1000000 1000000
g34-g54 11 50733 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g55 11 1177 1000001 1000000 1000000 1000000 1000000 1000000 1000001
g34-g56 11 108933 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g57 11 23 22 24 29 2232 8753 1000000 1000000
g34-g61 11 148 1125 3947 15800 186171 964930 1000000 1000000
g34-g62 11 712 34026 724565 1000000 1000000 1000000 1000000 1000000
g34-g63 11 13416 434740 1000000 1000000 1000000 1000000 1000000 1000000
g34-g64 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000001
g34-g65 11 2028 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g67 11 77 16108 108912 1000000 1000000 1000000 1000000 1000000
g34-g68 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g69 11 300 1838 8423 41446 511348 1000000 1000000 1000000
g34-g70 11 74 210 1783 8186 118344 684692 1000000 1000000
g34-g71 11 296 2022 8648 44621 535110 1000000 1000000 1000000
g34-g72 11 179 111 114 118 91262 614476 1000000 1000000
g34-g74 11 154 20433 1000000 1000001 1000000 1000000 1000000 1000000
g34-g75 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g76 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g77 11 579247 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g78 11 1000000 1000000 1000000 1000000 1000000 1000000 1000000 1000001
g34-g79 11 4281 1000000 1000000 1000000 1000000 1000000 1000000 1000000
g34-g80 11 284 299 312 1509 70852 323413 1000000 1000001
g34-g81 11 2395 1000000 1000001 1000000 1000000 1000000 1000000 1000001
g34-g83 11 612 760 813 672 1542 652 664 651
g34-g84 11 1000001 1000001 1000001 1000002 1000001 1000001 1000001 1000001
g34-g85 11 472 1936 9803 35998 1000001 1000000 1000001 1000001
g34-g87 11 164000 1000001 1000001 1000001 1000001 1000001 1000000 1000001
g34-g88 11 1000001 1000001 1000001 1000001 1000001 1000000 1000001 1000001
g34-g89 11 620 18752 85515 618822 1000001 1000000 1000001 1000001
g34-g90 11 35414 1000000 1000001 1000001 1000001 1000001 1000002 1000001
g34-g91 11 1329 10287 50761 353509 1000002 1000002 1000001 1000001
g34-g92 11 1688 12783 67450 427373 1000001 1000001 1000001 1000001
g34-g94 11 53559 1000001 1000001 1000001 1000001 1000001 1000002 1000001
g34-g95 11 2261 2979 7952 29822 1000001 1000001 1000001 1000001
g34-g96 11 2398 3572 11936 60198 1000001 1000002 1000001 1000001
g34-g97 11 2379 3207 9585 40639 1000001 1000001 1000001 1000001
g34-g98 11 2384 6678 33628 210499 1000001 1000001 1000001 1000002
g34-g99 11 2392 6705 33292 215361 1000001 1000001 1000001 1000001
g35-g100 11 2168 2035 2261 2474 2572 7610 1000001 1000001
g35-g101 11 2932 3092 3233 11012 1000001 1000001 1000002 1000002
g35-g102 11 3063 3183 3282 14655 1000001 1000001 1000001 1000001
g35-g103 11 3222 3332 3466 25389 1000004 1000003 1000001 1000003
g35-g104 11 8141 8527 15373 120002 1000001 1000005 1000002 1000002
g35-g105 11 8239 8675 15611 121327 1000002 1000002 1000002 1000002
g35-g106 11 18321 19532 52106 607724 1000002 1000007 1000003 1000013
g35-g107 11 18218 19075 35555 306308 1000002 1000007 1000003 1000002
g35-g108 11 22253 23207 43720 390903 1000003 1000011 1000002 1000005
g35-g109 11 24359 25089 26183 56413 1000003 1000012 1000010 1000003
g35-g110 11 32746 33690 33938 138066 1000004 1000018 1000016 1000016
g35-g111 11 34699 38899 76075 746780 1000003 1000003 1000012 1000011
g35-g112 11 51494 52683 56017 121461 1000005 1000017 1000018 1000011
g35-g51 11 12 14 14 427 1880 18487 1000000 1000000
g35-g52 11 10 16 20 32 996 58793 1000000 1000000
g35-g53 11 28 24 234 23562 224502 1000000 1000000 1000000
g35-g54 11 40 63 49 115 1000000 1000000 1000000 1000000
g35-g55 11 40 44 55 345 1000000 1000000 1000000 1000000
g35-g56 11 41 44 50 119 1000000 1000000 1000000 1000000
g35-g57 11 23 22 23 25 30 143 161723 1000000
g35-g61 11 46 55 378 2971 12748 434874 1000000 1000000
g35-g62 11 56 61 68 111 8881 1000000 1000000 1000000
g35-g63 11 263 1731 69257 1000000 1000000 1000000 1000000 1000000
g35-g64 11 514128 1000001 1000000 1000000 1000000 1000000 1000000 1000000
g35-g65 11 92 94 116 10649 1000000 1000000 1000000 1000000
g35-g67 11 75 88 100 672 198650 1000000 1000000 1000000
g35-g68 11 20243 467276 1000000 1000000 1000000 1000000 1000000 1000000
g35-g69 11 95 112 629 6369 180187 1000000 1000000 1000000
g35-g70 11 68 79 92 172 958 23521 1000000 1000000
g35-g71 11 97 113 665 6765 193138 1000000 1000000 1000000
g35-g72 11 109 114 112 117 127 61276 1000000 1000000
g35-g74 11 153 156 168 1872 1000000 1000000 1000000 1000000
g35-g75 11 241 294 279 113193 1000000 1000000 1000000 1000000
g35-g76 11 444 452 475 1000000 1000000 1000000 1000000 1000000
g35-g77 11 594 626 679 1000000 1000000 1000000 1000000 1000000
g35-g78 11 258 279 394 729 1000000 1000000 1000000 1000000
g35-g79 11 241 259 512 962 1000000 1000000 1000000 1000001
g35-g80 11 284 289 299 321 496 2750 1000000 1000000
g35-g81 11 672 666 839 48766 1000000 1000001 1000001 1000001
g35-g83 11 564 614 757 5960 1000001 1000001 1000000 1000001
g35-g84 11 1369 1560 1701 509333 1000001 1000001 1000001 1000001
g35-g85 11 474 506 594 630 3222 13464 1000001 1000001
g35-g87 11 615 668 742 1209 1000001 1000001 1000000 1000001
g35-g88 11 643 830 776 1577 1000000 1000001 1000000 1000001
g35-g89 11 532 629 691 1453 7568 50313 1000001 1000001
g35-g90 11 1205 1262 1468 6224 1000001 1000001 1000001 1000001
g35-g91 11 1118 1212 1408 6528 117544 1000001 1000001 1000001
g35-g92 11 1450 1542 1955 8036 161954 1000001 1000002 1000001
g35-g94 11 1976 2221 2473 7330 1000001 1000001 1000001 1000001
g35-g95 11 2241 2247 2362 3801 10352 850176 1000001 1000001
g35-g96 11 2374 2335 2451 4361 13467 1000001 1000001 1000001
g35-g97 11 2233 2108 2376 3633 10872 1000000 1000001 1000001
g35-g98 11 2280 2366 2753 8338 35395 1000001 1000001 1000002
g35-g99 11 2387 2381 2779 8725 35457 1000001 1000001 1000001
g36-g100 11 2205 2211 2315 2482 2663 8173 1000001 1000001
g36-g101 11 3221 3228 46423 1000001 1000001 1000001 1000001 1000001
g36-g102 11 3018 3261 148782 1000002 1000005 1000002 1000004 1000001
g36-g103 11 3154 3622 431353 1000004 1000004 1000003 1000001 1000001
g36-g104 11 8140 21954 477607 1000002 1000002 1000002 1000005 1000002
g36-g105 11 8214 22342 485136 1000002 1000002 1000002 1000002 1000001
g36-g106 11 18424 131014 1000004 1000009 1000018 1000005 1000011 1000012
g36-g107 11 18168 63615 1000003 1000004 1000010 1000012 1000005 1000005
g36-g108 11 22285 83790 1000003 1000008 1000011 1000003 1000010 1000021
g36-g109 11 24426 26583 333131 1000004 1000009 1000010 1000003 1000003
